consent_id,patient_id,nhs_number,consent_type,consent_given,recorded_date,recorded_by,consent_expiry_date,created_at,updated_at
b5756839-f69b-47c9-9ea4-71a362c999f0,16230566-bd53-4eb3-af8f-5ef5fa0df7b5,956-158-5977,Research Use of Anonymized Data,False,2025-01-01,Jodie Edwards,2027-01-01,2025-01-01 00:00:00,2025-01-01 00:00:00
f10098a5-eae2-4e68-8d64-f8c5dfe5a875,16230566-bd53-4eb3-af8f-5ef5fa0df7b5,956-158-5977,Contact for Clinical Trials,False,2024-12-24,Brenda Knight-Barry,2026-12-24,2024-12-24 00:00:00,2024-12-24 00:00:00
9fff4359-8068-4a1e-9287-ef172e166778,16230566-bd53-4eb3-af8f-5ef5fa0df7b5,956-158-5977,Receive Health Newsletters,True,2025-01-17,Rachel Fry,2027-01-17,2025-01-17 00:00:00,2025-01-17 00:00:00
9ca6ab90-0702-427a-937e-a3da2205126b,950b6947-156c-4903-a164-af2c1cc8aa67,954-471-9239,Data Processing for Medical Care,True,2025-03-12,Dr Dean Atkinson,2027-03-12,2025-03-12 00:00:00,2025-03-12 00:00:00
d7bdad21-def7-42b0-8ab9-f9a4b047ee03,950b6947-156c-4903-a164-af2c1cc8aa67,954-471-9239,Share Data with Other NHS Trusts,False,2025-03-11,Dr Dean Martin,2027-03-11,2025-03-11 00:00:00,2025-03-11 00:00:00
0bdb75ed-fd10-4942-a632-b1410f32ed39,950b6947-156c-4903-a164-af2c1cc8aa67,954-471-9239,Research Use of Anonymized Data,True,2025-03-05,Kate Jackson,2027-03-05,2025-03-05 00:00:00,2025-03-05 00:00:00
ed3751ef-28b6-4360-b47e-e70fde608788,950b6947-156c-4903-a164-af2c1cc8aa67,954-471-9239,Contact for Clinical Trials,False,2025-04-23,Mrs Maureen Bird,2027-04-23,2025-04-23 00:00:00,2025-04-23 00:00:00
8e990c83-264d-4d15-b362-ef6de046d240,950b6947-156c-4903-a164-af2c1cc8aa67,954-471-9239,Receive Health Newsletters,False,2024-09-25,Philip Singh,2026-09-25,2024-09-25 00:00:00,2024-09-25 00:00:00
b74cfe38-47d6-4d25-b797-c14a897dff2c,48fa9993-0d6e-4f30-99fe-a4e7e6ee9938,741-902-8184,Data Processing for Medical Care,True,2025-04-28,Elliott Smith,2027-04-28,2025-04-28 00:00:00,2025-04-28 00:00:00
8281cc32-51ac-4d90-b2b4-1a2ed9fcb40e,48fa9993-0d6e-4f30-99fe-a4e7e6ee9938,741-902-8184,Share Data with Other NHS Trusts,True,2025-02-14,Mr Scott Lewis,2027-02-14,2025-02-14 00:00:00,2025-02-14 00:00:00
6c63557d-074c-4e30-9c44-45533600d9c3,48fa9993-0d6e-4f30-99fe-a4e7e6ee9938,741-902-8184,Research Use of Anonymized Data,True,2024-10-27,Terry Brown,2026-10-27,2024-10-27 00:00:00,2024-10-27 00:00:00
148881c5-7e0f-43fe-a256-af9e29941ef1,48fa9993-0d6e-4f30-99fe-a4e7e6ee9938,741-902-8184,Contact for Clinical Trials,True,2025-01-17,Geraldine Field,2027-01-17,2025-01-17 00:00:00,2025-01-17 00:00:00
2d90af01-276a-4fec-9b38-bc2efabe5a28,48fa9993-0d6e-4f30-99fe-a4e7e6ee9938,741-902-8184,Receive Health Newsletters,True,2025-02-04,Mr Kyle Hope,2027-02-04,2025-02-04 00:00:00,2025-02-04 00:00:00
8f3b162c-2825-424e-9c5d-09ea3f4f44ba,339030b0-af09-44bc-9dfa-b22f28ea8f60,470-884-5103,Data Processing for Medical Care,True,2024-11-05,Karl King,2026-11-05,2024-11-05 00:00:00,2024-11-05 00:00:00
b0d88e72-1014-4f68-a23b-7d5457fb856a,339030b0-af09-44bc-9dfa-b22f28ea8f60,470-884-5103,Share Data with Other NHS Trusts,False,2024-12-27,Mrs Beverley Allen,2026-12-27,2024-12-27 00:00:00,2024-12-27 00:00:00
850a9a81-f006-4b24-ba73-21816a6960d5,339030b0-af09-44bc-9dfa-b22f28ea8f60,470-884-5103,Research Use of Anonymized Data,False,2024-07-16,Dr Natasha Wood,2026-07-16,2024-07-16 00:00:00,2024-07-16 00:00:00
8ec78602-90ed-4b39-b200-7fb78379d225,339030b0-af09-44bc-9dfa-b22f28ea8f60,470-884-5103,Contact for Clinical Trials,True,2024-05-13,Mrs Jenna Watts,2026-05-13,2024-05-13 00:00:00,2024-05-13 00:00:00
eff7b914-c8b3-4ae2-b377-aa48d2ea651e,339030b0-af09-44bc-9dfa-b22f28ea8f60,470-884-5103,Receive Health Newsletters,False,2025-02-02,Dennis Palmer,2027-02-02,2025-02-02 00:00:00,2025-02-02 00:00:00
aaceed49-5df1-4a71-9ab7-4744f7e47fd2,19b16505-a219-4cad-9aa8-124be6cf9956,442-624-9945,Data Processing for Medical Care,True,2025-03-14,Bethany Hodgson,2027-03-14,2025-03-14 00:00:00,2025-03-14 00:00:00
9bab44c8-2fe8-45f3-be90-accb21e2239d,19b16505-a219-4cad-9aa8-124be6cf9956,442-624-9945,Share Data with Other NHS Trusts,True,2024-11-05,Mohammad Watkins,2026-11-05,2024-11-05 00:00:00,2024-11-05 00:00:00
74021dc3-5e68-4695-aaf6-9f5b4dc03ffd,19b16505-a219-4cad-9aa8-124be6cf9956,442-624-9945,Research Use of Anonymized Data,True,2024-06-19,Albert Morton,2026-06-19,2024-06-19 00:00:00,2024-06-19 00:00:00
8bd06029-f59d-4f63-8f36-3967b2319406,19b16505-a219-4cad-9aa8-124be6cf9956,442-624-9945,Contact for Clinical Trials,False,2025-01-28,Dr Valerie Sanderson,2027-01-28,2025-01-28 00:00:00,2025-01-28 00:00:00
dc0bdbe8-9b51-4d74-9239-c297286ba38a,19b16505-a219-4cad-9aa8-124be6cf9956,442-624-9945,Receive Health Newsletters,True,2025-02-02,Mr Brandon Webb,2027-02-02,2025-02-02 00:00:00,2025-02-02 00:00:00
9af58281-8ba0-42fd-bafa-7a6005a75239,150a1e8e-8810-49a2-95aa-7ad143242b63,429-196-5591,Data Processing for Medical Care,True,2024-08-04,Miss Maureen Dawson,2026-08-04,2024-08-04 00:00:00,2024-08-04 00:00:00
8bdfab33-5579-4eca-86d0-7f563116bcc3,150a1e8e-8810-49a2-95aa-7ad143242b63,429-196-5591,Share Data with Other NHS Trusts,False,2024-09-15,Kelly Hilton-Ryan,2026-09-15,2024-09-15 00:00:00,2024-09-15 00:00:00
af967225-2fdf-4bc0-96d2-43457a608ccb,150a1e8e-8810-49a2-95aa-7ad143242b63,429-196-5591,Research Use of Anonymized Data,True,2024-11-28,Nicole Thompson,2026-11-28,2024-11-28 00:00:00,2024-11-28 00:00:00
68823d8c-797d-46ff-8d74-3989a6fef560,150a1e8e-8810-49a2-95aa-7ad143242b63,429-196-5591,Contact for Clinical Trials,False,2024-06-30,Dr Peter Barnes,2026-06-30,2024-06-30 00:00:00,2024-06-30 00:00:00
fe4cb44a-da68-4af6-98be-b50c93bcd0ab,150a1e8e-8810-49a2-95aa-7ad143242b63,429-196-5591,Receive Health Newsletters,False,2024-07-06,Antony Brooks,2026-07-06,2024-07-06 00:00:00,2024-07-06 00:00:00
bff9ab67-89d7-417c-9c5b-3e39ee0906ba,8ceea46a-0a22-4c19-b71d-faa807ef69b2,941-612-6494,Data Processing for Medical Care,True,2024-06-17,Mrs Sarah Warner,2026-06-17,2024-06-17 00:00:00,2024-06-17 00:00:00
425386d7-d663-4d7e-a5de-5da40e8b9a04,8ceea46a-0a22-4c19-b71d-faa807ef69b2,941-612-6494,Share Data with Other NHS Trusts,False,2024-09-23,Jill Stephenson,2026-09-23,2024-09-23 00:00:00,2024-09-23 00:00:00
09a86b3a-2903-4cc2-b09f-5d2f19528fac,8ceea46a-0a22-4c19-b71d-faa807ef69b2,941-612-6494,Research Use of Anonymized Data,False,2025-01-04,Teresa Morgan-Berry,2027-01-04,2025-01-04 00:00:00,2025-01-04 00:00:00
4a6c8a18-26e4-4ea2-97b9-e56bee58031c,8ceea46a-0a22-4c19-b71d-faa807ef69b2,941-612-6494,Contact for Clinical Trials,False,2024-05-16,Dr Linda Smith,2026-05-16,2024-05-16 00:00:00,2024-05-16 00:00:00
976531a2-a49b-4bc7-abde-08615f63ce1f,8ceea46a-0a22-4c19-b71d-faa807ef69b2,941-612-6494,Receive Health Newsletters,False,2025-02-20,Miss Joanna Price,2027-02-20,2025-02-20 00:00:00,2025-02-20 00:00:00
2c26e997-4873-4623-aee6-edca2320ba96,3694622e-8c79-4578-9631-75cb32638b5c,438-717-5443,Data Processing for Medical Care,True,2025-01-22,Miss Natalie Barnes,2027-01-22,2025-01-22 00:00:00,2025-01-22 00:00:00
734effd6-cbb9-4ae4-8e20-c8769a5375f2,3694622e-8c79-4578-9631-75cb32638b5c,438-717-5443,Share Data with Other NHS Trusts,True,2025-01-10,Jemma Finch,2027-01-10,2025-01-10 00:00:00,2025-01-10 00:00:00
7a3422e4-b694-4a0f-820b-65e860eaeded,3694622e-8c79-4578-9631-75cb32638b5c,438-717-5443,Research Use of Anonymized Data,True,2024-08-01,Ashleigh Preston,2026-08-01,2024-08-01 00:00:00,2024-08-01 00:00:00
6e78fa71-559c-4915-9595-4db45bc8a3e9,3694622e-8c79-4578-9631-75cb32638b5c,438-717-5443,Contact for Clinical Trials,False,2024-10-01,Wendy Bennett-Winter,2026-10-01,2024-10-01 00:00:00,2024-10-01 00:00:00
72dc2b1b-9142-44a9-b8cb-b0902d7b6463,3694622e-8c79-4578-9631-75cb32638b5c,438-717-5443,Receive Health Newsletters,True,2024-11-02,Richard Mason,2026-11-02,2024-11-02 00:00:00,2024-11-02 00:00:00
975c9e81-cbd5-4ed8-88fb-5c2366b303a7,23ec5346-15f6-487f-beb0-79e6ef9426e5,660-840-7689,Data Processing for Medical Care,True,2025-02-01,Jean Wood,2027-02-01,2025-02-01 00:00:00,2025-02-01 00:00:00
fd4074eb-48bb-4aa1-b486-bf96515cc9fa,23ec5346-15f6-487f-beb0-79e6ef9426e5,660-840-7689,Share Data with Other NHS Trusts,True,2024-10-31,Diana Palmer-Thompson,2026-10-31,2024-10-31 00:00:00,2024-10-31 00:00:00
27d1898f-a672-42c2-ba60-e94a9333244e,23ec5346-15f6-487f-beb0-79e6ef9426e5,660-840-7689,Research Use of Anonymized Data,True,2025-02-07,Kate Khan,2027-02-07,2025-02-07 00:00:00,2025-02-07 00:00:00
28cb7ee4-591e-421b-9fd4-a05f6f9213cd,23ec5346-15f6-487f-beb0-79e6ef9426e5,660-840-7689,Contact for Clinical Trials,True,2024-12-08,Ashleigh Scott,2026-12-08,2024-12-08 00:00:00,2024-12-08 00:00:00
38f4c779-027c-49e1-aae7-b0dae11273c3,23ec5346-15f6-487f-beb0-79e6ef9426e5,660-840-7689,Receive Health Newsletters,False,2024-05-18,Dr Lawrence Archer,2026-05-18,2024-05-18 00:00:00,2024-05-18 00:00:00
275cfd2d-2854-4d7b-ab42-32efb71015e2,4c71d579-25ac-4f72-b0ea-23e23a556292,637-766-9279,Data Processing for Medical Care,True,2024-07-28,Joanna Kaur-Houghton,2026-07-28,2024-07-28 00:00:00,2024-07-28 00:00:00
d38208de-19db-491c-bd8c-fa92ee8ebd0e,4c71d579-25ac-4f72-b0ea-23e23a556292,637-766-9279,Share Data with Other NHS Trusts,False,2024-09-09,Stanley Patel-Adams,2026-09-09,2024-09-09 00:00:00,2024-09-09 00:00:00
d8f6ce9b-a92d-4376-b97f-c06248ac6bf5,4c71d579-25ac-4f72-b0ea-23e23a556292,637-766-9279,Research Use of Anonymized Data,True,2024-07-14,Gareth Palmer,2026-07-14,2024-07-14 00:00:00,2024-07-14 00:00:00
6ea8b5e6-a337-48ef-94fb-a80164964999,4c71d579-25ac-4f72-b0ea-23e23a556292,637-766-9279,Contact for Clinical Trials,False,2025-02-02,Amanda Taylor,2027-02-02,2025-02-02 00:00:00,2025-02-02 00:00:00
5de8731b-0893-483f-8948-0c09af0335fa,4c71d579-25ac-4f72-b0ea-23e23a556292,637-766-9279,Receive Health Newsletters,True,2024-08-12,Leonard Holt,2026-08-12,2024-08-12 00:00:00,2024-08-12 00:00:00
2e194613-bb59-46f7-90f5-ca2d7fac89d1,a805e0c4-6789-4ead-93b2-6bc1581c49cf,979-731-3209,Data Processing for Medical Care,True,2024-09-28,Douglas Stewart-Rowe,2026-09-28,2024-09-28 00:00:00,2024-09-28 00:00:00
645cbb75-8c2c-4337-a4ae-a01c4c18ac88,a805e0c4-6789-4ead-93b2-6bc1581c49cf,979-731-3209,Share Data with Other NHS Trusts,False,2024-05-25,Mathew Donnelly,2026-05-25,2024-05-25 00:00:00,2024-05-25 00:00:00
771ce05b-3e49-480e-9171-43e2fbcc2dea,a805e0c4-6789-4ead-93b2-6bc1581c49cf,979-731-3209,Research Use of Anonymized Data,True,2024-10-23,Kerry Storey,2026-10-23,2024-10-23 00:00:00,2024-10-23 00:00:00
4353b307-a03c-442c-9c6c-46648854c96d,a805e0c4-6789-4ead-93b2-6bc1581c49cf,979-731-3209,Contact for Clinical Trials,False,2024-08-20,Michael Bentley,2026-08-20,2024-08-20 00:00:00,2024-08-20 00:00:00
434569ad-420f-43af-82c2-ae6c7e6c23de,a805e0c4-6789-4ead-93b2-6bc1581c49cf,979-731-3209,Receive Health Newsletters,True,2024-09-04,Ms Lesley Matthews,2026-09-04,2024-09-04 00:00:00,2024-09-04 00:00:00
fd90217f-6116-45cb-870a-65449b4abc35,e0f7c894-06fe-4e90-97d2-f81ea30515a7,816-755-5709,Data Processing for Medical Care,True,2024-07-12,Hannah Simpson,2026-07-12,2024-07-12 00:00:00,2024-07-12 00:00:00
665bce1e-7a81-4200-8e4c-7b711ba59964,e0f7c894-06fe-4e90-97d2-f81ea30515a7,816-755-5709,Share Data with Other NHS Trusts,False,2024-09-12,Miss Dawn Davies,2026-09-12,2024-09-12 00:00:00,2024-09-12 00:00:00
5e500018-91cb-4eca-949e-8a4e185a9cd0,e0f7c894-06fe-4e90-97d2-f81ea30515a7,816-755-5709,Research Use of Anonymized Data,False,2024-06-15,Richard Rowe-Kelly,2026-06-15,2024-06-15 00:00:00,2024-06-15 00:00:00
bde9e675-c066-4730-afff-69c589ebf4fd,e0f7c894-06fe-4e90-97d2-f81ea30515a7,816-755-5709,Contact for Clinical Trials,True,2025-03-16,Gemma Edwards,2027-03-16,2025-03-16 00:00:00,2025-03-16 00:00:00
e970f9cf-1974-4525-a1c9-0c40f5506292,e0f7c894-06fe-4e90-97d2-f81ea30515a7,816-755-5709,Receive Health Newsletters,True,2024-07-17,Lawrence Wright,2026-07-17,2024-07-17 00:00:00,2024-07-17 00:00:00
99b86ddb-c6ce-446b-b196-cd044790f020,6d467504-38d3-406c-830c-5fdd2f228477,953-134-5808,Data Processing for Medical Care,True,2025-03-28,Jean Sharp,2027-03-28,2025-03-28 00:00:00,2025-03-28 00:00:00
685e1584-28dc-4279-9e0b-c3e1833df1f1,6d467504-38d3-406c-830c-5fdd2f228477,953-134-5808,Share Data with Other NHS Trusts,True,2024-05-07,Ms Kelly Roberts,2026-05-07,2024-05-07 00:00:00,2024-05-07 00:00:00
9eb3e019-a1c0-4191-98a8-6d5fc95ed98d,6d467504-38d3-406c-830c-5fdd2f228477,953-134-5808,Research Use of Anonymized Data,False,2025-02-07,Dr Max Brown,2027-02-07,2025-02-07 00:00:00,2025-02-07 00:00:00
1e84b496-6f2a-49e0-8052-a5648e7d459b,6d467504-38d3-406c-830c-5fdd2f228477,953-134-5808,Contact for Clinical Trials,False,2025-01-02,Martin Pickering,2027-01-02,2025-01-02 00:00:00,2025-01-02 00:00:00
8b05391c-76a3-4272-ade0-bb73ec962a4c,6d467504-38d3-406c-830c-5fdd2f228477,953-134-5808,Receive Health Newsletters,True,2024-09-11,Brenda Moore,2026-09-11,2024-09-11 00:00:00,2024-09-11 00:00:00
08ac80d2-aaaf-4bc7-a2b9-6ff8a9d73043,4bf1a14b-41b1-4ac5-b8f0-a5f8aac0ade9,955-943-6161,Data Processing for Medical Care,True,2025-04-04,Thomas Hussain-Douglas,2027-04-04,2025-04-04 00:00:00,2025-04-04 00:00:00
c41d0aa2-f09e-4cd9-b3ef-ae375b94457d,4bf1a14b-41b1-4ac5-b8f0-a5f8aac0ade9,955-943-6161,Share Data with Other NHS Trusts,False,2025-03-26,Gerard Kelly-Jones,2027-03-26,2025-03-26 00:00:00,2025-03-26 00:00:00
2460419d-9ace-4ef1-8a6e-2ea995dfa6d5,4bf1a14b-41b1-4ac5-b8f0-a5f8aac0ade9,955-943-6161,Research Use of Anonymized Data,False,2025-01-08,Carly Mason,2027-01-08,2025-01-08 00:00:00,2025-01-08 00:00:00
8de9ee2e-683d-4caf-8879-ca4759135fb8,4bf1a14b-41b1-4ac5-b8f0-a5f8aac0ade9,955-943-6161,Contact for Clinical Trials,False,2024-05-08,Ms Jane Edwards,2026-05-08,2024-05-08 00:00:00,2024-05-08 00:00:00
2ce04204-e1f7-4488-bab8-016b5a0574c9,4bf1a14b-41b1-4ac5-b8f0-a5f8aac0ade9,955-943-6161,Receive Health Newsletters,True,2025-04-04,Frank Richards,2027-04-04,2025-04-04 00:00:00,2025-04-04 00:00:00
ea033e3d-c75a-4f80-8c9f-7579eb6510c5,8fdffaa7-98c6-4b98-8a67-779d37376e2a,440-509-9560,Data Processing for Medical Care,True,2024-06-25,Graeme Collins,2026-06-25,2024-06-25 00:00:00,2024-06-25 00:00:00
3e7d4557-a600-44c6-8afc-998f903a242e,8fdffaa7-98c6-4b98-8a67-779d37376e2a,440-509-9560,Share Data with Other NHS Trusts,False,2024-07-24,Leslie Hawkins,2026-07-24,2024-07-24 00:00:00,2024-07-24 00:00:00
f4e9e2f0-a43f-435a-a2bd-eae5d5af761d,8fdffaa7-98c6-4b98-8a67-779d37376e2a,440-509-9560,Research Use of Anonymized Data,True,2025-02-05,Gerard Lee,2027-02-05,2025-02-05 00:00:00,2025-02-05 00:00:00
ed0f8a93-aa43-47af-b040-984a700fcced,8fdffaa7-98c6-4b98-8a67-779d37376e2a,440-509-9560,Contact for Clinical Trials,True,2024-06-15,Mr Craig Booth,2026-06-15,2024-06-15 00:00:00,2024-06-15 00:00:00
340f20bc-0c01-402d-bec3-e557bfffb942,8fdffaa7-98c6-4b98-8a67-779d37376e2a,440-509-9560,Receive Health Newsletters,True,2024-10-15,Sheila Butcher-Patel,2026-10-15,2024-10-15 00:00:00,2024-10-15 00:00:00
73fe127d-9a65-4650-a975-a157075203fb,03ecbe1f-0bdc-4597-8cfe-cfcb9a545bb3,458-315-4747,Data Processing for Medical Care,True,2024-12-30,Mohammed Dean,2026-12-30,2024-12-30 00:00:00,2024-12-30 00:00:00
ecaa5a77-d7ab-42f7-9971-9f694546127b,03ecbe1f-0bdc-4597-8cfe-cfcb9a545bb3,458-315-4747,Share Data with Other NHS Trusts,True,2024-06-26,William Wilkins,2026-06-26,2024-06-26 00:00:00,2024-06-26 00:00:00
797a00ff-6fd8-47ac-bb55-017cc01595a8,03ecbe1f-0bdc-4597-8cfe-cfcb9a545bb3,458-315-4747,Research Use of Anonymized Data,False,2024-05-20,Dr Chelsea King,2026-05-20,2024-05-20 00:00:00,2024-05-20 00:00:00
c86e8848-6006-4f73-a94f-ac7b0a75948a,03ecbe1f-0bdc-4597-8cfe-cfcb9a545bb3,458-315-4747,Contact for Clinical Trials,True,2024-08-11,Martin Jones,2026-08-11,2024-08-11 00:00:00,2024-08-11 00:00:00
af23a4bc-274b-4e4e-a209-d6deb49f3ec0,03ecbe1f-0bdc-4597-8cfe-cfcb9a545bb3,458-315-4747,Receive Health Newsletters,True,2025-01-07,Benjamin Brown-Carey,2027-01-07,2025-01-07 00:00:00,2025-01-07 00:00:00
2739b5fa-0aae-4f53-a95a-41199f795e29,78f789ff-61b5-4fca-ac48-679f127ca233,666-984-5704,Data Processing for Medical Care,True,2025-04-25,Sean Mitchell-Smith,2027-04-25,2025-04-25 00:00:00,2025-04-25 00:00:00
9e63268e-9fce-484c-8fec-5f46d6cc65ed,78f789ff-61b5-4fca-ac48-679f127ca233,666-984-5704,Share Data with Other NHS Trusts,True,2024-08-31,Alexandra Greenwood-Taylor,2026-08-31,2024-08-31 00:00:00,2024-08-31 00:00:00
3a87dd98-dd80-4600-bbe5-eeaeddb5046b,78f789ff-61b5-4fca-ac48-679f127ca233,666-984-5704,Research Use of Anonymized Data,True,2024-05-29,Janice Allen,2026-05-29,2024-05-29 00:00:00,2024-05-29 00:00:00
3fec7515-9c8b-484f-aa3a-3a3be296abf0,78f789ff-61b5-4fca-ac48-679f127ca233,666-984-5704,Contact for Clinical Trials,False,2024-05-27,Marcus Slater,2026-05-27,2024-05-27 00:00:00,2024-05-27 00:00:00
2db29d82-242c-4111-a997-0064da665695,78f789ff-61b5-4fca-ac48-679f127ca233,666-984-5704,Receive Health Newsletters,True,2024-12-26,Amelia Richards,2026-12-26,2024-12-26 00:00:00,2024-12-26 00:00:00
2af53f0d-d19a-45a0-b80e-87b53dd36ed1,d6aad68a-e224-49ea-adfe-869aa130e926,802-273-5451,Data Processing for Medical Care,True,2025-04-19,Dr Pamela Doyle,2027-04-19,2025-04-19 00:00:00,2025-04-19 00:00:00
28d345db-b5ff-44af-b339-223e8efbf3c8,d6aad68a-e224-49ea-adfe-869aa130e926,802-273-5451,Share Data with Other NHS Trusts,True,2025-03-16,Dr Cameron Price,2027-03-16,2025-03-16 00:00:00,2025-03-16 00:00:00
626f3dc6-db48-4d41-a739-383bed3ab9b5,d6aad68a-e224-49ea-adfe-869aa130e926,802-273-5451,Research Use of Anonymized Data,False,2025-03-15,Malcolm Brown,2027-03-15,2025-03-15 00:00:00,2025-03-15 00:00:00
820f592b-e41d-495f-b2ac-5dc4f93405b2,d6aad68a-e224-49ea-adfe-869aa130e926,802-273-5451,Contact for Clinical Trials,True,2024-11-28,Bryan Cooper,2026-11-28,2024-11-28 00:00:00,2024-11-28 00:00:00
add7e549-5d0c-493d-9778-1299ded1dcbf,d6aad68a-e224-49ea-adfe-869aa130e926,802-273-5451,Receive Health Newsletters,False,2024-09-14,Oliver Brown-Green,2026-09-14,2024-09-14 00:00:00,2024-09-14 00:00:00
036505d0-b959-4ac6-9417-f9077ac69301,1d73fd7d-5c40-4961-a5f8-5dc85cac82b5,802-750-6347,Data Processing for Medical Care,True,2025-03-20,Beverley Smith-Davies,2027-03-20,2025-03-20 00:00:00,2025-03-20 00:00:00
91a4006a-9b86-4d2c-b1b3-d62aece77473,1d73fd7d-5c40-4961-a5f8-5dc85cac82b5,802-750-6347,Share Data with Other NHS Trusts,False,2025-01-07,Daniel Walker,2027-01-07,2025-01-07 00:00:00,2025-01-07 00:00:00
c93ac1e6-108c-45a5-bdf9-a5b5702512d2,1d73fd7d-5c40-4961-a5f8-5dc85cac82b5,802-750-6347,Research Use of Anonymized Data,False,2024-11-19,Kevin Farrell,2026-11-19,2024-11-19 00:00:00,2024-11-19 00:00:00
a647743b-5f81-45ac-8378-2e6bcfc0e9c8,1d73fd7d-5c40-4961-a5f8-5dc85cac82b5,802-750-6347,Contact for Clinical Trials,False,2024-06-28,Frank Morton,2026-06-28,2024-06-28 00:00:00,2024-06-28 00:00:00
7f7463b6-53ce-4b61-ab30-4362dd013989,1d73fd7d-5c40-4961-a5f8-5dc85cac82b5,802-750-6347,Receive Health Newsletters,False,2024-09-13,Dr Owen Hudson,2026-09-13,2024-09-13 00:00:00,2024-09-13 00:00:00
73861b17-0a6f-452f-ab7c-0cd07d919bfe,0c7248ff-d32d-477a-8dbb-e2d46a579f98,814-462-1926,Data Processing for Medical Care,True,2024-12-11,Raymond Randall-Dawson,2026-12-11,2024-12-11 00:00:00,2024-12-11 00:00:00
5f49a770-b112-4b64-b49a-da5e4f1d27cd,0c7248ff-d32d-477a-8dbb-e2d46a579f98,814-462-1926,Share Data with Other NHS Trusts,False,2024-12-02,Georgia Cox-Robinson,2026-12-02,2024-12-02 00:00:00,2024-12-02 00:00:00
5703c133-7bcb-40c2-80ef-7c07bbdbdf6f,0c7248ff-d32d-477a-8dbb-e2d46a579f98,814-462-1926,Research Use of Anonymized Data,True,2024-10-23,Rebecca Myers,2026-10-23,2024-10-23 00:00:00,2024-10-23 00:00:00
448ca3e9-2360-44ce-bbbb-fc263848e337,0c7248ff-d32d-477a-8dbb-e2d46a579f98,814-462-1926,Contact for Clinical Trials,True,2025-01-13,Mr Roy Morgan,2027-01-13,2025-01-13 00:00:00,2025-01-13 00:00:00
6358b207-471b-49d9-9590-8e214fbbf02b,0c7248ff-d32d-477a-8dbb-e2d46a579f98,814-462-1926,Receive Health Newsletters,True,2024-09-24,Shane Howell,2026-09-24,2024-09-24 00:00:00,2024-09-24 00:00:00
29d6bda4-eda2-4b1a-a4eb-02bdbbac0b30,68ea3a22-4f62-490c-aef9-47f347d48367,503-528-6966,Data Processing for Medical Care,False,2024-10-18,Jack Howe,2026-10-18,2024-10-18 00:00:00,2024-10-18 00:00:00
e33976f7-4313-40d2-a63e-860c1d84cebe,68ea3a22-4f62-490c-aef9-47f347d48367,503-528-6966,Share Data with Other NHS Trusts,False,2024-06-06,Dr Jeremy Davies,2026-06-06,2024-06-06 00:00:00,2024-06-06 00:00:00
5d4eaf18-3c25-4fa7-b765-fbdba74761bb,68ea3a22-4f62-490c-aef9-47f347d48367,503-528-6966,Research Use of Anonymized Data,False,2024-07-01,Jake Newman,2026-07-01,2024-07-01 00:00:00,2024-07-01 00:00:00
6fd831e8-e2e5-4168-af65-8e1f9a5a5a90,68ea3a22-4f62-490c-aef9-47f347d48367,503-528-6966,Contact for Clinical Trials,True,2025-01-19,Raymond Hart-Watson,2027-01-19,2025-01-19 00:00:00,2025-01-19 00:00:00
5f098892-44ae-49e7-9bbf-74acc0e2cf20,68ea3a22-4f62-490c-aef9-47f347d48367,503-528-6966,Receive Health Newsletters,True,2024-09-10,Shirley Johnson,2026-09-10,2024-09-10 00:00:00,2024-09-10 00:00:00
c082bdd2-ae11-4501-b161-0de1f986f90d,70a738dc-5ba0-410d-895c-d9e5598ffa76,750-430-6911,Data Processing for Medical Care,True,2024-09-06,Jacqueline Cooke,2026-09-06,2024-09-06 00:00:00,2024-09-06 00:00:00
b22ad263-c823-4a30-92c2-89a01ce21ec2,70a738dc-5ba0-410d-895c-d9e5598ffa76,750-430-6911,Share Data with Other NHS Trusts,False,2024-08-29,Bernard Hill,2026-08-29,2024-08-29 00:00:00,2024-08-29 00:00:00
60ef5e1b-8ce1-4dd3-a935-b234f88a62f9,70a738dc-5ba0-410d-895c-d9e5598ffa76,750-430-6911,Research Use of Anonymized Data,False,2024-08-23,Ms Wendy Oliver,2026-08-23,2024-08-23 00:00:00,2024-08-23 00:00:00
88a57b7e-2133-4519-be27-ac15d3e86db0,70a738dc-5ba0-410d-895c-d9e5598ffa76,750-430-6911,Contact for Clinical Trials,True,2024-10-28,Marcus Watson,2026-10-28,2024-10-28 00:00:00,2024-10-28 00:00:00
90074ccf-1f2b-48e8-ac07-3b6aa4ff87c1,70a738dc-5ba0-410d-895c-d9e5598ffa76,750-430-6911,Receive Health Newsletters,False,2024-11-12,Dr Eric Field,2026-11-12,2024-11-12 00:00:00,2024-11-12 00:00:00
8226e014-6a4e-431a-8123-22f355c32aca,03ba2dd1-63a6-4392-b710-7eded646d851,543-749-8869,Data Processing for Medical Care,False,2024-08-01,Catherine O'Brien-Freeman,2026-08-01,2024-08-01 00:00:00,2024-08-01 00:00:00
d2352eb2-c20f-403a-8993-cef3e40ebbc0,03ba2dd1-63a6-4392-b710-7eded646d851,543-749-8869,Share Data with Other NHS Trusts,True,2024-07-09,Margaret Bennett,2026-07-09,2024-07-09 00:00:00,2024-07-09 00:00:00
